Date,Corn Price,Wheat Price,Soybean Price,Cotton Price,Live Cattle,Soy Oil,Crush Margin,Soybean meal
11/14/12,725.75,848.75,1432.75,71.63,125.425,45.3,#N/A,#N/A
11/15/12,721.25,845.5,1402,73.96,125.6,45.09,1.77,450.5
11/16/12,727,838,1383.25,72.73,126.15,44.68,#N/A,#N/A
11/19/12,738.75,841.75,1394.75,72.05,126.6,45.52,#N/A,#N/A
11/20/12,743.25,845,1412.75,72.5,127.05,45.95,#N/A,#N/A
11/21/12,741,845.25,1408.25,72.38,128.075,46.16,#N/A,#N/A
11/23/12,745.5,847.75,1418.75,69.83,128.95,#N/A,#N/A,#N/A
11/26/12,747.25,849,1424.75,71.26,128.4,46.65,#N/A,#N/A
11/27/12,760,873,1449.25,71.04,128.375,47.5,#N/A,#N/A
11/28/12,760.25,876,1446.25,71.23,127.825,47.49,#N/A,#N/A
11/29/12,751.5,869.25,1448,71.75,128.2,47.15,1.65,462.7
11/30/12,748,844.75,1438.75,72.65,126.725,46.79,#N/A,#N/A
12/3/12,749,842,1453.75,72.93,127,47.28,#N/A,#N/A
12/4/12,746.5,838.5,1455.5,71.91,126.125,47.12,#N/A,#N/A
12/5/12,753.25,842.25,1479.25,72.04,126.15,48.38,#N/A,#N/A
12/6/12,747.75,845.25,1491.25,72.24,126.075,48.25,1.79,472.5
12/7/12,732.75,844.25,1472.25,73.79,125.875,48.51,#N/A,#N/A
12/10/12,726.75,832.75,1474.75,73.4,125.6,48.53,#N/A,#N/A
12/11/12,724.25,805.75,1472,74.9,126.55,47.58,#N/A,#N/A
12/12/12,721,794.75,1473.5,75.12,126.35,47.29,#N/A,#N/A
12/13/12,712.25,793,1476.5,74.56,126.2,46.75,1.75,474.8
12/14/12,718.75,801,1496,75.09,126.9,47.74,#N/A,#N/A
12/17/12,724,808,1496.25,75.85,129,47.54,#N/A,#N/A
12/18/12,720,811.25,1466,75.95,128.225,46.92,#N/A,#N/A
12/19/12,703,805.75,1437,75.89,129.475,46.16,#N/A,#N/A
12/20/12,696.5,790.5,1408.75,75.83,128.95,45.66,#N/A,#N/A
12/21/12,702,792,1430.75,76.18,129.275,46.46,#N/A,#N/A
12/24/12,704.25,793.75,1439.75,76.4,129.175,#N/A,#N/A,#N/A
12/26/12,693.25,774.5,1424.5,77.06,129.35,46.04,#N/A,#N/A
12/27/12,691.5,772.25,1418.75,76.01,128.85,46.04,1.6,447.3
12/28/12,694,778.75,1424,74.66,129.4,46.69,#N/A,#N/A
12/31/12,698.25,778,1418.75,75.14,129.9,46.86,#N/A,#N/A
1/2/13,690.75,755.25,1405.5,75.36,132.375,48.35,#N/A,#N/A
1/3/13,689.25,755.5,1403,75.39,133.85,48.04,#N/A,#N/A
1/4/13,680.25,747.25,1389,75.05,132.95,47.25,#N/A,#N/A
1/7/13,685.5,751.25,1410.75,75.71,133,47.28,#N/A,#N/A
1/8/13,688.75,750.5,1413.75,75.12,132.55,#N/A,#N/A,#N/A
1/9/13,694.25,745.5,1419.75,74.79,131.55,47.5,#N/A,#N/A
1/10/13,698.75,744.5,1417.5,75.2,131.55,47.63,1.42,422.6
1/11/13,708.75,754.75,1424.75,75.62,130.6,47.12,#N/A,#N/A
1/14/13,724,767,1459.75,75.52,130.35,48.33,#N/A,#N/A
1/15/13,730.5,782.75,1413.5,76.21,130.425,48.75,#N/A,#N/A
1/16/13,731.25,785,1436.5,77.33,128.525,49.19,#N/A,#N/A
1/17/13,724.5,781.25,1430.25,77.78,126.6,49.37,1.32,431
1/18/13,727.5,791.25,1429.25,78.55,124.95,49.56,#N/A,#N/A
1/22/13,728.5,779.25,1451.75,79.93,125.725,50.31,#N/A,#N/A
1/23/13,720.75,774.75,1437,80.48,125.775,49.91,#N/A,#N/A
1/24/13,724.25,768.5,1435.25,82.89,125.875,49.99,1.4,431.7
1/25/13,720.75,776.5,1441,80.52,126.3,49.98,#N/A,#N/A
1/28/13,729.25,779.25,1447.75,81.05,128.95,49.77,#N/A,#N/A
1/29/13,729.5,777,1451.75,82.39,128.275,49.59,#N/A,#N/A
1/30/13,740.25,787,1478.75,82.96,128,50.48,#N/A,#N/A
1/31/13,740.5,779.5,1468.5,82.95,127.625,50.74,1.47,443.9
2/1/13,736,765,1474.25,82.98,127.1,50.87,#N/A,#N/A
2/4/13,734.25,763,1488.75,81.74,127.075,50.99,#N/A,#N/A
2/5/13,729,757.5,1495.5,81.51,127.6,50.86,#N/A,#N/A
2/6/13,722.5,761.5,1487.5,81.72,127.25,50.33,#N/A,#N/A
2/7/13,710.75,756,1486.75,81.4,127.55,49.73,1.41,454.1
2/8/13,709,756.25,1452.5,82.67,126.45,49.31,#N/A,#N/A
2/11/13,702.25,741.5,1431.5,82.92,126.875,49.12,#N/A,#N/A
2/12/13,696.25,732,1420.75,81.81,126.05,48.98,#N/A,#N/A
2/13/13,695.5,735.5,1423,80.82,125.5,49.54,#N/A,#N/A
2/14/13,694.75,732,1418,81.02,125.9,49.58,1.3,422.7
2/15/13,698.75,742.25,1424.5,81.32,126.5,49.5,#N/A,#N/A
2/19/13,695.25,732.25,1470.25,82.18,126.4,50.41,#N/A,#N/A
2/20/13,700.5,738.5,1482.75,82.28,125.1,50.25,#N/A,#N/A
2/21/13,690.75,721.25,1487.75,81.31,125.3,49.49,1.26,450.3
2/22/13,690.25,715,1461.25,81.39,126.35,48.53,#N/A,#N/A
2/25/13,693.5,699.25,1451.25,80.22,126.95,48.25,#N/A,#N/A
2/26/13,705,705.75,1447.75,80.33,127.275,47.2,#N/A,#N/A
2/27/13,709.5,704.25,1457.5,82.73,128.55,47.45,#N/A,#N/A
2/28/13,719.5,707.75,1474.25,83.56,128,47,1.15,447.8
3/1/13,724.25,713.25,1464.5,83.68,129.95,47.85,#N/A,#N/A
3/4/13,723,696,1490.25,84.91,130.35,48.43,#N/A,#N/A
3/5/13,732,696.25,1496.5,85.97,129.625,48.3,#N/A,#N/A
3/6/13,708,676.25,1484.5,86.23,128.8,48.44,#N/A,#N/A
3/7/13,711.5,686.75,1503.5,86.5,128.3,48.78,1.12,448.1
3/8/13,725.25,690,1508.5,86.88,127.55,48.54,#N/A,#N/A
3/11/13,734.5,694,1514.75,86.72,128.125,48.62,#N/A,#N/A
3/12/13,741,700.5,1489.75,87.33,128.7,48.21,#N/A,#N/A
3/13/13,741.25,707.25,1475,88.61,128.55,47.9,#N/A,#N/A
3/14/13,732.75,714.25,1457.25,90.86,128.05,47.72,1.13,437
3/15/13,717,723,1426,92.5,125.775,48.29,#N/A,#N/A
3/18/13,720,712.75,1409.5,90.83,126.05,48.06,#N/A,#N/A
3/19/13,728.5,722,1406.75,91.13,125.3,47.86,#N/A,#N/A
3/20/13,732.5,736,1419.75,89.1,126.05,48.84,#N/A,#N/A
3/21/13,733,728.75,1449,88.2,126.425,49.42,1.24,435.9
3/22/13,726.25,729.75,1440.5,87.29,126.2,49.43,#N/A,#N/A
3/25/13,733.25,727.25,1437.25,86.59,126.45,49.44,#N/A,#N/A
3/26/13,730.25,731.5,1447.75,88.04,125.95,49.82,#N/A,#N/A
3/27/13,735.25,736.75,1453.75,88.53,127.35,49.57,#N/A,#N/A
3/28/13,695.25,687.75,1404.75,88.46,128.9,48.86,#N/A,#N/A
4/1/13,642.25,664,1390.75,87.39,128.75,49.81,#N/A,#N/A
4/2/13,640.5,670.75,1394,88.87,127.425,49.34,#N/A,#N/A
4/3/13,641.5,696.5,1380.25,89.22,127.975,48.9,#N/A,#N/A
4/4/13,630,694,1372,88.33,127.25,48.43,1.07,407.1
4/5/13,629,699,1361.75,86.79,126.025,48.71,#N/A,#N/A
4/8/13,633.5,712.5,1378,85.38,126.275,49.4,#N/A,#N/A
4/9/13,644.25,708.75,1395.5,84.64,126.725,49.86,#N/A,#N/A
4/10/13,649,696.75,1392.75,85.37,125.275,50.16,#N/A,#N/A
4/11/13,651.25,697.75,1402,84.66,125.575,49.9,0.98,411.5
4/12/13,658.5,714.75,1413,85.58,125.85,49.36,#N/A,#N/A
4/15/13,646.75,693.75,1395,84.33,125.05,48.31,#N/A,#N/A
4/16/13,663.25,703.5,1411.5,83.35,125.375,49.11,#N/A,#N/A
4/17/13,660.5,703.75,1422.25,84.65,126.875,49.42,#N/A,#N/A
4/18/13,644.5,702.75,1430.5,83.48,126.2,49.69,1.34,430.5
4/19/13,652,709,1428.25,83.48,126.35,49.19,#N/A,#N/A
4/22/13,645.75,702.25,1417.25,84.33,125.975,48.65,#N/A,#N/A
4/23/13,638.5,697.5,1419.75,82.68,126.2,48.6,#N/A,#N/A
4/24/13,639.5,691.75,1404,81.1,126.925,49.21,#N/A,#N/A
4/25/13,645.25,701.25,1423.5,81.33,127.6,49.8,1.46,438.3
4/26/13,644,688.75,1430.75,82.25,127.85,49.69,#N/A,#N/A
4/29/13,684,709.75,1471.75,83.6,127.7,49.49,#N/A,#N/A
4/30/13,683.25,721.75,1467.75,85.53,128.4,49.16,#N/A,#N/A
5/1/13,681.75,710.5,1437.5,82.09,122.475,48.89,#N/A,#N/A
5/2/13,697.5,718.75,1441,83.83,123.65,48.67,#N/A,#N/A
5/3/13,699.5,711.25,1455,84.72,121.825,49.41,#N/A,#N/A
5/6/13,678.75,693,1444.5,85.31,121.3,48.94,#N/A,#N/A
5/7/13,676.5,699.5,1463.5,86.01,120.825,49.34,#N/A,#N/A
5/8/13,675,696.75,1479,86.2,120.2,49.07,#N/A,#N/A
5/9/13,694.5,716.25,1491.25,87.92,120.55,49.47,1.44,462.6
5/10/13,687.75,696.75,1488.25,86.48,120.45,49.48,#N/A,#N/A
5/13/13,718,701.5,1521,86.04,120.575,49.86,#N/A,#N/A
5/14/13,706.75,701.5,1524.5,86.92,120.775,50.01,#N/A,#N/A
5/15/13,650.75,693.75,1412.75,86.45,120,49.6,#N/A,#N/A
5/16/13,641.5,687.75,1427.5,86.03,119.9,49.77,1.26,461.9
5/17/13,652.75,683.25,1448.5,86.41,119.4,49.77,#N/A,#N/A
5/20/13,649.5,685.25,1464.5,85.78,120.125,49.45,#N/A,#N/A
5/21/13,640,680.5,1478.25,83.86,121.1,49.73,#N/A,#N/A
5/22/13,658.5,688.5,1494.25,83.42,120,49.77,#N/A,#N/A
5/23/13,662,703.25,1499.5,81.78,119.125,49.59,1.68,482
5/24/13,657.25,697.5,1476.25,81.49,120.575,49.17,#N/A,#N/A
5/28/13,666.5,693.75,1509.25,81.42,120.75,49.47,#N/A,#N/A
5/29/13,665,702.75,1501.75,80.7,121.375,48.56,#N/A,#N/A
5/30/13,654.25,698.75,1495.75,80.13,120.35,48.51,1.56,482.3
5/31/13,662,705.5,1510,79.36,121.3,48.31,#N/A,#N/A
6/3/13,655.75,708.75,1532.5,82.36,120.725,48.59,#N/A,#N/A
6/4/13,660.5,709,1528.75,84.56,120.95,48.52,#N/A,#N/A
6/5/13,660.75,701.5,1532,83.52,120.25,48.23,#N/A,#N/A
6/6/13,663.25,697.75,1527.25,84.87,120.45,47.79,1.57,494.5
6/7/13,666.25,696.25,1528.25,84.86,120.125,48.16,#N/A,#N/A
6/10/13,650,689.75,1511.75,86.65,119.2,47.7,#N/A,#N/A
6/11/13,659.5,696.75,1540.5,88.06,120.325,47.67,#N/A,#N/A
6/12/13,650.75,683,1540.75,90.06,120.15,47.74,#N/A,#N/A
6/13/13,643.5,685.5,1510.25,91.72,119.85,47.47,1.65,492.1
6/14/13,655,680.75,1516.5,91.29,119,48.38,#N/A,#N/A
6/17/13,668.5,680.5,1512.5,87.43,119.825,48.74,#N/A,#N/A
6/18/13,673.25,687.5,1510.75,84.98,119.5,48.69,#N/A,#N/A
6/19/13,682.25,707,1523,85.4,120.475,49.23,#N/A,#N/A
6/20/13,673.25,700.5,1497.5,84.92,119.95,48.28,1.59,486.1
6/21/13,661.75,698,1493.25,85.15,121.25,47.9,#N/A,#N/A
6/24/13,653.25,679,1512,82.98,120.95,47.55,#N/A,#N/A
6/25/13,656.75,675.75,1525.25,85.09,121.15,47.14,#N/A,#N/A
6/26/13,664.5,667,1534.25,83.68,121.275,46.51,#N/A,#N/A
6/27/13,667.25,663.5,1548.5,83.13,121.15,46.28,1.71,518.6
6/28/13,679.25,648.5,1564.5,82.71,118.15,46.25,#N/A,#N/A
7/1/13,655.5,645.75,1570.5,84.29,122.175,46.68,#N/A,#N/A
7/2/13,672.75,649.5,1573,83.22,121.9,46.75,#N/A,#N/A
7/3/13,678.25,657.75,1583.5,84.39,121.95,47.05,#N/A,#N/A
7/5/13,684.75,656,1588,83.68,121.95,47.06,#N/A,#N/A
7/8/13,691.75,660,1609.25,83.83,122.075,46.84,#N/A,#N/A
7/9/13,704,675.5,1613.25,83.9,122.725,46.91,#N/A,#N/A
7/10/13,709.75,672,1591.75,87.3,122.075,46.85,#N/A,#N/A
7/11/13,716.75,679.25,1601.25,85.18,121.925,46.36,2.79,572
7/12/13,701.5,675.5,1563.25,85.13,121.85,46.05,#N/A,#N/A
7/15/13,536.25,669.5,1453.75,85.35,122.45,45.67,#N/A,#N/A
7/16/13,545.25,669.5,1475.25,84.67,122.125,45.54,#N/A,#N/A
7/17/13,538.5,665,1477.5,84.07,121.3,45.62,#N/A,#N/A
7/18/13,541,660.5,1469.25,84.99,122.1,45.35,2.93,566.9
7/19/13,544,664.5,1490.75,86.52,121.975,45.33,#N/A,#N/A
7/22/13,540.75,659.75,1520.25,86.39,121.875,45.24,#N/A,#N/A
7/23/13,522.5,653.75,1462.5,86.01,121.9,44.61,#N/A,#N/A
7/24/13,508.25,653.25,1392.5,86.16,121.575,43.96,#N/A,#N/A
7/25/13,496,649.25,1355.25,86.19,121.65,43.51,3.67,528.8
7/26/13,492,650.25,1349.75,85.37,121.8,43.28,#N/A,#N/A
7/29/13,489.25,651.5,1367.5,84.85,122.1,42.17,#N/A,#N/A
7/30/13,495.5,655.25,1350,85.48,121.65,41.81,#N/A,#N/A
7/31/13,499,664.25,1374,85.63,121.45,41.67,#N/A,#N/A
8/1/13,487.5,658,1357.75,85.88,120.8,41.97,2.29,462.4
8/2/13,476,660.5,1331,85.32,120.65,41.86,#N/A,#N/A
8/5/13,469.25,645.25,1329.75,85.4,120.55,42.2,#N/A,#N/A
8/6/13,472.25,650.5,1324.25,85.82,120.925,41.59,#N/A,#N/A
8/7/13,468.25,643.5,1327.75,88.53,121.225,41.24,#N/A,#N/A
8/8/13,473.5,641.25,1355.75,89.38,122.675,41.25,1.63,437.6
8/9/13,465.75,633.5,1340.75,89.05,122.5,41,#N/A,#N/A
8/12/13,472,635,1373.75,90.06,123.6,41.92,#N/A,#N/A
8/13/13,455.25,628.25,1359.75,91.59,123.9,42.18,#N/A,#N/A
8/14/13,464.75,630.5,1368,91.45,124,41.84,#N/A,#N/A
8/15/13,481.5,637.5,1288.25,91.64,123.7,42.62,1.31,450.8
8/16/13,473.75,631,1283.25,93.4,123.9,42.31,#N/A,#N/A
8/19/13,493.25,641.5,1322,92.76,123.65,42.95,#N/A,#N/A
8/20/13,483.75,634.25,1309.25,88.76,123.85,42.23,#N/A,#N/A
8/21/13,498,638.75,1333,83.91,124.15,42.15,#N/A,#N/A
8/22/13,487.5,630.5,1322,83.95,123.35,41.76,1.19,450.36
8/23/13,495.5,634.5,1365.25,84.24,123.1,42.02,#N/A,#N/A
8/26/13,515.75,654.75,1427.75,85.25,123.4,43.82,#N/A,#N/A
8/27/13,499.75,650.75,1414,84.5,122.95,43.56,#N/A,#N/A
8/28/13,504.25,646.5,1433,84.01,123.3,43.94,#N/A,#N/A
8/29/13,497.25,641.25,1430,83.6,123.55,43.41,2.51,532.4
8/30/13,495,643.25,1424,83.7,122.7,43.52,#N/A,#N/A
9/3/13,498,636.5,1435.5,82.82,126.2,43.45,#N/A,#N/A
9/4/13,494,634.25,1397.75,82.83,126,43.19,#N/A,#N/A
9/5/13,489.5,627.25,1423,82.4,125.225,42.82,2.7,546
9/6/13,491.5,635,1437,83.24,125.675,42.99,#N/A,#N/A
9/9/13,477.25,628.75,1404.25,83.71,125.35,42.44,#N/A,#N/A
9/10/13,474.75,633.75,1403.75,84.85,125.025,42.36,#N/A,#N/A
9/11/13,479.75,635,1405.25,84.8,125.05,42.47,#N/A,#N/A
9/12/13,479,641.75,1442,85.88,124.825,42.53,3.01,550.2
9/13/13,450,627.75,1488.75,85.21,125.25,42.09,#N/A,#N/A
9/16/13,456.5,641.25,1348.25,85,125.55,41.88,#N/A,#N/A
9/17/13,454,643,1342.5,84.77,125.175,41.75,#N/A,#N/A
9/18/13,456.25,646.5,1347.75,85.73,125.275,42.22,#N/A,#N/A
9/19/13,459.5,657,1339.5,85.34,125.925,42.46,2.37,475.6
9/20/13,451,646.25,1315.25,83.33,125.95,41.84,#N/A,#N/A
9/23/13,453.25,653.5,1307.75,83.01,126.6,41.72,#N/A,#N/A
9/24/13,448.75,658.25,1312.5,83.43,127.325,41.59,#N/A,#N/A
9/25/13,454.75,670.5,1321.75,83.73,127.55,41.32,#N/A,#N/A
9/26/13,456.75,678.25,1316.75,84.5,127.7,41.54,2.26,448.9
9/27/13,454,683,1319.75,85.66,128.25,41.26,#N/A,#N/A
9/30/13,441.5,678.5,1282.75,86.11,127.85,40.58,#N/A,#N/A
10/1/13,439,681.25,1268,84.95,127.25,#N/A,#N/A,#N/A
10/2/13,439,686,1273.75,85.22,127.3,#N/A,#N/A,#N/A
10/3/13,439.25,689.25,1288.25,85.79,127.425,#N/A,#N/A,#N/A
10/4/13,443.25,687,1295,85.83,128.05,#N/A,#N/A,#N/A
10/7/13,449.25,694.75,1296.5,82.57,127.875,#N/A,#N/A,#N/A
10/8/13,441.75,693.5,1288.75,82.19,128.275,#N/A,#N/A,#N/A
10/9/13,443.5,690.5,1287.75,81.95,128,#N/A,#N/A,#N/A
10/10/13,438.25,685.5,1288,83.17,128.3,#N/A,#N/A,#N/A
10/11/13,433.25,692.25,1266.75,83.37,128.8,#N/A,#N/A,#N/A
10/14/13,437,692.5,1273,83.61,129.45,#N/A,#N/A,#N/A
10/15/13,443.5,685.75,1267,83.71,128.5,#N/A,#N/A,#N/A
10/16/13,442.75,681.5,1276.5,83.16,129.3,#N/A,#N/A,#N/A
10/17/13,443,686,1293.25,83.82,129.15,#N/A,#N/A,#N/A
10/18/13,441.5,705.75,1291.25,83.11,129.875,40.31,#N/A,#N/A
10/21/13,444,699.75,1303.25,83.06,130.125,40.52,#N/A,#N/A
10/22/13,438.25,700.75,1302.25,82.45,131.1,40.4,#N/A,#N/A
10/23/13,442.75,701.75,1310,80.69,131.8,40.38,#N/A,#N/A
10/24/13,440.25,696.5,1309.75,79.21,132.8,40.13,2.34,457
10/25/13,440,690.75,1300,79.08,132.575,39.36,#N/A,#N/A
10/28/13,430.75,681,1271.25,78.65,133.15,38.99,#N/A,#N/A
10/29/13,432,681.25,1279,78.34,133.4,39.6,#N/A,#N/A
10/30/13,430.25,675,1287.5,77.84,133.35,40.25,#N/A,#N/A
10/31/13,428.25,667.5,1280.25,77.18,134.5,40.21,2.09,434.6
11/1/13,427.25,667.75,1266,76.58,132.075,40.59,#N/A,#N/A
11/4/13,426.25,662.75,1264,75.95,132.1,40.25,#N/A,#N/A
11/5/13,425,656,1259.25,75.94,132.05,40.15,#N/A,#N/A
11/6/13,421.25,653.25,1263,77.07,132.025,40.02,#N/A,#N/A
11/7/13,420.5,653,1278.75,76.76,131.675,39.62,#N/A,434.6
11/8/13,426.75,649.75,1306,76.88,132.4,39.12,#N/A,#N/A
11/11/13,434.75,646.25,1308,76.97,132.75,39.3,#N/A,#N/A
11/12/13,432.25,645.25,1319.25,77.88,132.675,39.63,#N/A,#N/A
11/13/13,429.75,645.5,1319.75,77.97,132.75,39.84,#N/A,#N/A
11/14/13,426.5,644.75,1317.25,76.52,132.975,39.85,2.21,458.1
11/15/13,422,644.5,1280.5,77.12,133.4,39.35,#N/A,#N/A
11/18/13,412,642.25,1287.5,76.37,131.9,38.99,#N/A,#N/A
11/19/13,417.75,650.25,1276.25,75.88,130.95,38.74,#N/A,#N/A
11/20/13,417,647.25,1273.75,75.63,131.05,39.07,#N/A,#N/A
11/21/13,423,648.75,1291.5,74.79,131.45,40.29,#N/A,458.1
11/22/13,422.25,649.5,1319.5,75.21,131.475,39.91,#N/A,#N/A
11/25/13,424.75,652.5,1329.25,76.96,131.075,39.41,#N/A,#N/A
11/26/13,418.5,646.5,1329.25,77.85,131.95,39.1,#N/A,#N/A
11/27/13,417.25,651.25,1320,76.75,133.1,38.75,#N/A,#N/A
11/29/13,415.25,655,1336.5,78.14,133.475,#N/A,#N/A,#N/A
12/2/13,416.5,649.75,1321.25,77.27,133.25,39.09,#N/A,#N/A
12/3/13,422,653.75,1319.75,77.41,132.525,38.65,#N/A,#N/A
12/4/13,425.5,647.25,1329.5,78.02,132.725,38.27,#N/A,#N/A
12/5/13,422.75,638,1328,77.82,131.65,38.51,2.68,#N/A
12/6/13,424,637.25,1325.5,79.38,131.425,38.41,#N/A,#N/A
12/9/13,428.5,639,1343.75,80.36,131.6,38.18,#N/A,#N/A
12/10/13,427.5,629.5,1338.25,80.69,131.675,38.04,#N/A,#N/A
12/11/13,431.25,630.25,1344,82.49,131.9,38.53,#N/A,#N/A
12/12/13,428.25,622.5,1323.75,83.06,132.25,38.12,2.74,491.11
12/13/13,420.5,618.25,1327.5,83.22,131.875,37.96,#N/A,#N/A
12/16/13,423.25,621.75,1337.75,83.38,132,37.88,#N/A,#N/A
12/17/13,426.75,619.75,1346.5,82.95,131.75,37.44,#N/A,#N/A
12/18/13,425,612.75,1324,83,130.95,36.81,#N/A,#N/A
12/19/13,430.5,610.75,1327,83.33,131.8,37.08,2.89,503.1
12/20/13,433.25,613.5,1339,83.15,132.525,#N/A,#N/A,#N/A
12/23/13,434.25,609.5,1328.5,82.24,132.7,37.03,#N/A,#N/A
12/24/13,434.5,606.25,1333.75,83.18,132.35,36.85,#N/A,#N/A
12/26/13,426.25,606,1318.75,82.89,132.7,36.62,2.88,499.5
12/27/13,427.5,609,1331.5,84.12,133.85,36.77,#N/A,#N/A
12/30/13,423.5,600.5,1328.25,84.66,134.4,36.37,#N/A,#N/A
12/31/13,422,605.25,1312.5,84.64,134.5,36.57,#N/A,#N/A
1/2/14,420.5,597,1287,84.04,135.625,36.18,2.59,473.8
1/3/14,423.5,605.75,1289.25,82.94,136.3,35.98,#N/A,#N/A
1/6/14,427.75,605.75,1296.75,83.63,136.825,35.5,#N/A,#N/A
1/7/14,426,602.5,1299.5,84.67,136.525,35.31,#N/A,#N/A
1/8/14,417,588.75,1300.75,83.14,136.525,35.06,#N/A,#N/A
1/9/14,412,584.25,1296.25,82.81,136.55,35.34,2.41,473.3
1/10/14,432.75,569,1303.75,82.59,136.7,35.61,#N/A,#N/A
1/13/14,434.5,573.5,1326.75,83.68,136.6,35.22,#N/A,#N/A
1/14/14,431.5,579.25,1339,83.73,137.65,35.14,#N/A,#N/A
1/15/14,425.75,567.75,1318,84.79,139.425,35.37,#N/A,#N/A
1/16/14,428,572.75,1315,86.19,140.15,34.93,2.35,490
1/17/14,424,563.5,1316.5,86.8,140.35,34.62,#N/A,#N/A
1/21/14,425,562.25,1280.5,88.13,141.55,34.98,#N/A,#N/A
1/22/14,426.25,561.25,1279.5,87.84,143.675,34.72,#N/A,#N/A
1/23/14,429,570,1277,87.33,143.925,34.74,2.43,476.7
1/24/14,429.5,565.25,1284.75,87.21,143.4,34.47,#N/A,#N/A
1/27/14,431.75,563.5,1287.75,84.25,143.15,33.99,#N/A,#N/A
1/28/14,432,566,1285.5,84.35,142.55,34.33,#N/A,#N/A
1/29/14,427.5,551.5,1269.25,85.55,142.075,34.03,#N/A,#N/A
1/30/14,433.5,553.5,1275,86.03,142.15,34,2.53,483.2
1/31/14,434,555.75,1282.75,85.83,141.675,34.57,#N/A,#N/A
2/3/14,435.75,563.75,1292.75,85.01,140.375,34.38,#N/A,#N/A
2/4/14,441.75,584.5,1313.25,85.4,139.6,34.64,#N/A,#N/A
2/5/14,443.25,587.5,1316.25,85.52,139.7,35.16,#N/A,#N/A
2/6/14,443,580.75,1325.75,86.31,139.55,35.71,2.53,504
2/7/14,444.25,577.5,1331.5,87.47,141.2,35.61,#N/A,#N/A
2/10/14,443,584.75,1325.5,87.37,141.5,35.78,#N/A,#N/A
2/11/14,441.5,590.25,1334.75,88.67,142.8,35.9,#N/A,#N/A
2/12/14,440,587,1323,88.37,142.1,36.32,#N/A,#N/A
2/13/14,440.5,595.5,1344.25,87.6,143.15,36.87,2.8,509.8
2/14/14,445.25,598.5,1337.5,87.55,142.6,36.48,#N/A,#N/A
2/18/14,449.5,612,1361,87.91,143.75,37.69,#N/A,#N/A
2/19/14,453.75,620.25,1354.25,86.97,143.875,37.69,#N/A,#N/A
2/20/14,455.75,616.25,1358.25,86.37,144.6,38.52,2.76,506.9
2/21/14,453,609.75,1370.75,87.09,144.55,39.03,#N/A,#N/A
2/24/14,451.5,617.75,1386.5,87.92,145.15,38.83,#N/A,#N/A
2/25/14,455.75,615,1399,86.22,146.45,38.66,#N/A,#N/A
2/26/14,455.5,600,1407.25,85.37,148.65,39.28,#N/A,#N/A
2/27/14,448,582.25,1393.5,86.91,150.05,38.98,2.73,516.5
2/28/14,457.5,599,1414.25,86.59,151.95,39.6,#N/A,#N/A
3/3/14,464,626.75,1407.25,87.86,144.125,40.19,#N/A,#N/A
3/4/14,476.75,639.75,1418,88.32,145.625,41.54,#N/A,#N/A
3/5/14,475.25,637.25,1420,87.9,143.675,41.73,#N/A,#N/A
3/6/14,485.75,641.5,1437.5,90,143.15,43.04,2.2,492.9
3/7/14,481,646.25,1457.5,91.02,143.25,42.87,#N/A,#N/A
3/10/14,472,645,1419.25,91.56,143.15,42.41,#N/A,#N/A
3/11/14,478,663.25,1411.5,91.65,143.225,42.3,#N/A,#N/A
3/12/14,484.25,688,1381.75,92.2,143.875,42.05,#N/A,#N/A
3/13/14,484.25,679,1390.75,91.68,143.625,41.62,2.13,479.4
3/14/14,472.25,690.25,1376,92.19,145.25,40.92,#N/A,#N/A
3/17/14,479,674.5,1391.75,92.03,145.025,40.52,#N/A,#N/A
3/18/14,486.25,692.5,1418.25,92.93,145.7,40.9,#N/A,#N/A
3/19/14,487.75,715.75,1431.25,92.62,146.125,40.73,#N/A,#N/A
3/20/14,478.5,703.75,1433.75,92.18,144.425,39.94,2.05,502.5
3/21/14,479,693.25,1408.75,93.31,144,39.65,#N/A,#N/A
3/24/14,490,714.5,1425.5,90.63,144.15,39.59,#N/A,#N/A
3/25/14,486.5,708.25,1428,94.11,144.375,39.62,#N/A,#N/A
3/26/14,484.5,696.75,1440,91.66,145.8,39.61,#N/A,#N/A
3/27/14,492,710.5,1436.5,92.56,146.475,39.31,1.96,506.5
3/28/14,492,695.5,1436.5,93.74,146.5,39.36,#N/A,#N/A
3/31/14,502,697.25,1464,93.52,145.85,39.3,#N/A,#N/A
4/1/14,507.5,685.25,1484.5,92.07,144.75,40.53,#N/A,#N/A
4/2/14,495.75,669.25,1462.25,91.51,144.6,39.98,#N/A,#N/A
4/3/14,500,676,1475.25,90.98,145.15,40.8,2,514.1
4/4/14,501.75,669.75,1473.75,92.4,143.05,40.7,#N/A,#N/A
4/7/14,499.25,676.25,1464.25,90.62,143.025,40.56,#N/A,#N/A
4/8/14,507,681,1482.5,91.79,143.325,41.24,#N/A,#N/A
4/9/14,502.25,669,1495.25,90.44,143.75,42.41,#N/A,#N/A
4/10/14,501.25,662.25,1482.25,89.02,144,42,2,512.5
4/11/14,498.5,660.25,1463,89.02,144.85,41.6,#N/A,#N/A
4/14/14,503,678.75,1476.25,90.91,145.35,41.76,#N/A,#N/A
4/15/14,503.75,701.75,1501.25,89.92,145.275,42.33,#N/A,#N/A
