Year,State,Commodity,Data Item,Number of Acres
2015,WYOMING,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",60
2015,WYOMING,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",30.1
2015,WYOMING,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",32
2014,US TOTAL,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",72.7
2014,US TOTAL,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,610"
2014,US TOTAL,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,323"
2014,US TOTAL,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171
2014,US TOTAL,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",838
2014,US TOTAL,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",21.1
2014,US TOTAL,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.78
2014,US TOTAL,HOPS,"HOPS - YIELD, MEASURED IN LB / ACRE","1,868"
2014,US TOTAL,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE","1,331"
2014,US TOTAL,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.28
2014,US TOTAL,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",31.4
2014,US TOTAL,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",91
2014,US TOTAL,MUSTARD,"MUSTARD - YIELD, MEASURED IN LB / ACRE",930
2014,US TOTAL,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",67.9
2014,US TOTAL,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,923"
2014,US TOTAL,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","1,907"
2014,US TOTAL,RAPESEED,"RAPESEED - YIELD, MEASURED IN LB / ACRE","1,233"
2014,US TOTAL,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","7,576"
2014,US TOTAL,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",27.9
2014,US TOTAL,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE","1,226"
2014,US TOTAL,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",67.6
2014,US TOTAL,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.5
2014,US TOTAL,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",27.3
2014,US TOTAL,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",35
2014,US TOTAL,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,470"
2014,US TOTAL,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,316"
2014,US TOTAL,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",43.7
2014,ALABAMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159
2014,ALABAMA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",901
2014,ALABAMA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",65
2014,ALABAMA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,150"
2014,ALABAMA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",40
2014,ALABAMA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",69
2014,ALASKA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",42.5
2014,ALASKA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",57
2014,ARIZONA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",125
2014,ARIZONA,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE",0
2014,ARIZONA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",210
2014,ARIZONA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,527"
2014,ARIZONA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",100
2014,ARIZONA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",110.1
2014,ARKANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187
2014,ARKANSAS,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,145"
2014,ARKANSAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",90
2014,ARKANSAS,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","7,560"
2014,ARKANSAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",97
2014,ARKANSAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.5
2014,ARKANSAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",63
2014,CALIFORNIA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",73
2014,CALIFORNIA,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","2,400"
2014,CALIFORNIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",165
2014,CALIFORNIA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,594"
2014,CALIFORNIA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",5.89
2014,CALIFORNIA,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",84
2014,CALIFORNIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",100
2014,CALIFORNIA,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","8,580"
2014,CALIFORNIA,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE","2,000"
2014,CALIFORNIA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",42.6
2014,CALIFORNIA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,304"
2014,CALIFORNIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",83.4
2014,COLORADO,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",124
2014,COLORADO,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE",0
2014,COLORADO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146
2014,COLORADO,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",32.5
2014,COLORADO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",60
2014,COLORADO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",30
2014,COLORADO,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",31.3
2014,COLORADO,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,528"
2014,COLORADO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",38.1
2014,CONNECTICUT,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.198
2014,CONNECTICUT,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE", (D)
2014,DELAWARE,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",86
2014,DELAWARE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",200
2014,DELAWARE,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.5
2014,DELAWARE,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",72
2014,FLORIDA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135
2014,FLORIDA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",878
2014,FLORIDA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,000"
2014,FLORIDA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",43
2014,FLORIDA,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",38.6
2014,FLORIDA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",39
2014,GEORGIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170
2014,GEORGIA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",900
2014,GEORGIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",54
2014,GEORGIA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,135"
2014,GEORGIA,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",27
2014,GEORGIA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",41
2014,GEORGIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",40
2014,GEORGIA,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,300"
2014,GEORGIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",49
2014,HAWAII,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",79.6
2014,IDAHO,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",94
2014,IDAHO,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,850"
2014,IDAHO,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,320"
2014,IDAHO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",200
2014,IDAHO,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.78
2014,IDAHO,HOPS,"HOPS - YIELD, MEASURED IN LB / ACRE","1,847"
2014,IDAHO,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE","1,100"
2014,IDAHO,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",105
2014,IDAHO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",82
2014,IDAHO,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","1,800"
2014,IDAHO,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",37.3
2014,IDAHO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",78.4
2014,ILLINOIS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",200
2014,ILLINOIS,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.54
2014,ILLINOIS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",80
2014,ILLINOIS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",106
2014,ILLINOIS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56
2014,ILLINOIS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",67
2014,INDIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",188
2014,INDIANA,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",60
2014,INDIANA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",74
2014,INDIANA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.5
2014,INDIANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",76
2014,IOWA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178
2014,IOWA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.39
2014,IOWA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",64
2014,IOWA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51
2014,IOWA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",49
2014,KANSAS,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",35
2014,KANSAS,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE",0
2014,KANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",149
2014,KANSAS,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",794
2014,KANSAS,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.24
2014,KANSAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",56
2014,KANSAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",74
2014,KANSAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",35.5
2014,KANSAS,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,552"
2014,KANSAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",28
2014,KENTUCKY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",158
2014,KENTUCKY,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.5
2014,KENTUCKY,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,337"
2014,KENTUCKY,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",71
2014,LOUISIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183
2014,LOUISIANA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,154"
2014,LOUISIANA,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","7,130"
2014,LOUISIANA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",93
2014,LOUISIANA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.5
2014,LOUISIANA,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",29.5
2014,LOUISIANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",62
2014,MAINE,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",68
2014,MAINE,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.295
2014,MAINE,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",70
2014,MARYLAND,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",77
2014,MARYLAND,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",175
2014,MARYLAND,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46
2014,MARYLAND,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",70
2014,MASSACHUSETTS,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.21
2014,MASSACHUSETTS,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE", (D)
2014,MICHIGAN,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",53
2014,MICHIGAN,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE",0
2014,MICHIGAN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161
2014,MICHIGAN,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.07
2014,MICHIGAN,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.244
2014,MICHIGAN,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE", (D)
2014,MICHIGAN,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",69
2014,MICHIGAN,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42.5
2014,MICHIGAN,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",29.3
2014,MICHIGAN,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",74
2014,MINNESOTA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",52
2014,MINNESOTA,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,650"
2014,MINNESOTA,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE",0
2014,MINNESOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",156
2014,MINNESOTA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",24
2014,MINNESOTA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.56
2014,MINNESOTA,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP", (NA)
2014,MINNESOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",63
2014,MINNESOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",41.5
2014,MINNESOTA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",22.5
2014,MINNESOTA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,477"
2014,MINNESOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",54.8
2014,MISSISSIPPI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185
2014,MISSISSIPPI,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,232"
2014,MISSISSIPPI,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,000"
2014,MISSISSIPPI,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","7,420"
2014,MISSISSIPPI,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",80
2014,MISSISSIPPI,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52
2014,MISSISSIPPI,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",58
2014,MISSOURI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186
2014,MISSOURI,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,117"
2014,MISSOURI,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.07
2014,MISSOURI,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",65
2014,MISSOURI,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","6,830"
2014,MISSOURI,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",101
2014,MISSOURI,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46.5
2014,MISSOURI,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",58
2014,MONTANA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",58
2014,MONTANA,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,380"
2014,MONTANA,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,520"
2014,MONTANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100
2014,MONTANA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",17
2014,MONTANA,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE","1,480"
2014,MONTANA,MUSTARD,"MUSTARD - YIELD, MEASURED IN LB / ACRE",990
2014,MONTANA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",69
2014,MONTANA,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","1,800"
2014,MONTANA,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE",840
2014,MONTANA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",32.3
2014,MONTANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",37.1
2014,NEBRASKA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",179
2014,NEBRASKA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.37
2014,NEBRASKA,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",29
2014,NEBRASKA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",80
2014,NEBRASKA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",82
2014,NEBRASKA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54
2014,NEBRASKA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",29.1
2014,NEBRASKA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,335"
2014,NEBRASKA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",49
2014,NEVADA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",105
2014,NEW HAMPSHIRE,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.228
2014,NEW JERSEY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",157
2014,NEW JERSEY,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44
2014,NEW JERSEY,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",53
2014,NEW MEXICO,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE",0
2014,NEW MEXICO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",195
2014,NEW MEXICO,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",907
2014,NEW MEXICO,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",4
2014,NEW MEXICO,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,500"
2014,NEW MEXICO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",42
2014,NEW MEXICO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",28
2014,NEW YORK,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",47
2014,NEW YORK,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE",0
2014,NEW YORK,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",148
2014,NEW YORK,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.58
2014,NEW YORK,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.248
2014,NEW YORK,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",63
2014,NEW YORK,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44.5
2014,NEW YORK,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",63
2014,NORTH CAROLINA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",71
2014,NORTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132
2014,NORTH CAROLINA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,038"
2014,NORTH CAROLINA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",67
2014,NORTH CAROLINA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,320"
2014,NORTH CAROLINA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",40
2014,NORTH CAROLINA,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,347"
2014,NORTH CAROLINA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",58
2014,NORTH DAKOTA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",67
2014,NORTH DAKOTA,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,800"
2014,NORTH DAKOTA,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,230"
2014,NORTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",124
2014,NORTH DAKOTA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",21.5
2014,NORTH DAKOTA,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE","1,320"
2014,NORTH DAKOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",73
2014,NORTH DAKOTA,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","2,130"
2014,NORTH DAKOTA,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE","1,000"
2014,NORTH DAKOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",34.5
2014,NORTH DAKOTA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",23.8
2014,NORTH DAKOTA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,305"
2014,NORTH DAKOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",46.3
2014,OHIO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176
2014,OHIO,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.01
2014,OHIO,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.289
2014,OHIO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",63
2014,OHIO,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.5
2014,OHIO,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,150"
2014,OHIO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",74
2014,OKLAHOMA,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE",570
2014,OKLAHOMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",147
2014,OKLAHOMA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",615
2014,OKLAHOMA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",38
2014,OKLAHOMA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,000"
2014,OKLAHOMA,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",9
2014,OKLAHOMA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",56
2014,OKLAHOMA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",28
2014,OKLAHOMA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,231"
2014,OKLAHOMA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",17
2014,OREGON,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",50
2014,OREGON,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,500"
2014,OREGON,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,360"
2014,OREGON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190
2014,OREGON,HOPS,"HOPS - YIELD, MEASURED IN LB / ACRE","1,520"
2014,OREGON,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",90
2014,OREGON,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",85
2014,OREGON,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","2,200"
2014,OREGON,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",34.5
2014,OREGON,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",54.3
2014,OTHER STATES,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE",749
